id,text,rater_id,annotator_label,bayesian_single_label,bayesian_reliability,bayesian_vectors,original_distribution,crowdtruth_vectors,crowdtruth_reliability,crowdtruth_single_label,majority_vote
181,"Keep grasping at idiotic straws to justify the murder of kids.  I'm loving the meltdown from morons like you, just wait till gay marriage is over turned...",[6746],[0.5],0,[0.8545509619958476],"[0.37983567203683805, 0.3053094172822586, 0.3148549106809033]","[0.57611688, 0.21194156, 0.21194156]","[0.0, 0.0, 1.0]",[0.6575886885920582],1,0
182,Shut up you little bitch. I'll fuck you,[9837],[1.0],1,[0.835514941700003],"[0.3810747331367095, 0.15986568280272778, 0.4590595840605627]","[0.21194156, 0.21194156, 0.57611688]","[1.0, 0.0, 0.0]",[0.5018416177431821],0,1
183,"Hur dur keep your damn legs closed, whore And then that's how you prevent incest, rape, unwanted pregnancies, STDs, and miscarriages.","[1743, 5555]","[1.0, 1.0]",1,"[0.8533835363798378, 0.7795365544123943]","[0.33526218749576464, 0.14064673897631208, 0.5240910735279233]","[0.10650698, 0.10650698, 0.78698604]","[0.0, 0.23815685911150855, 0.7618431408884915]","[0.5790392398816486, 0.5072554163156773]",1,1
184,"I'm so happy you were able to discover more about yourself--society makes it difficult for people to be comfortable enough to fully explore their identity, but it just shows that we can never hide the truth about ourselves for long. God queer people are brave.","[3637, 2119, 4458]","[0.0, 0.0, 0.0]",0,"[0.804377150752753, 0.7934220821730928, 0.8725649771862448]","[0.6283671554971302, 0.12487993281473397, 0.2467529116881358]","[0.909443, 0.0452785, 0.0452785]","[0.0, 0.0, 1.0]","[0.5364413809263426, 0.5675921034021456, 0.6482648316598724]",1,0
185,This is amazing! Kudos for that women for being so strong,"[5824, 1387]","[0.0, 0.0]",0,"[0.8442455630874438, 0.8599134535729678]","[0.5858939661220425, 0.13915221556381016, 0.2749538183141473]","[0.78698604, 0.10650698, 0.10650698]","[0.7879096851115032, 0.0, 0.21209031488849683]","[0.4742803216073726, 0.6380273874649387]",0,0
186,"Um if a penis is triggering the deeper fears of the human mind, probably penis isn't for you.","[11116, 3447]","[0.0, 1.0]",0,"[0.7803844298236465, 0.8031532306084167]","[0.4563126823140403, 0.1417017155179708, 0.40198560216798895]","[0.4223188, 0.1553624, 0.4223188]","[1.0, 0.0, 0.0]","[0.5569318744608971, 0.5401806479369627]",0,0
188,"You're right, my original intent was just to remind peepole how fuckdd religion is general",[530],[0.0],0,[0.8411625144960783],"[0.5247122993091559, 0.15971111544066893, 0.3155765852501752]","[0.57611688, 0.21194156, 0.21194156]","[0.0, 0.0, 1.0]",[0.6097992692173023],1,0
190,I'd love to spread that ass and fuck the hell out of you.,[2116],[0.5],0,[0.781612368405616],"[0.3846275324986641, 0.29654546860235365, 0.3188269988989822]","[0.57611688, 0.21194156, 0.21194156]","[0.4234416617688475, 0.0, 0.5765583382311525]",[0.5592194316814184],1,0
193,I will personally rape your mother,"[7876, 9066]","[0.0, 1.0]",0,"[0.7897812914486138, 0.8405918915845235]","[0.4545066329424375, 0.14070076523711242, 0.40479260182045007]","[0.4223188, 0.1553624, 0.4223188]","[0.5083911817813618, 0.25077116273157163, 0.24083765548706654]","[0.3500778714245164, 0.6615029247236898]",0,0
195,Fuck yes. I wanna hear her moan while a group of guys touch her and lick her and fuck her tight pussy,"[8529, 2711, 10735]","[1.0, 0.5, 0.0]",0,"[0.7622515761166382, 0.7787824146378078, 0.7658803508958961]","[0.40915323626802813, 0.23425496937077797, 0.3565917943611939]","[0.66524096, 0.09003057, 0.24472847]","[1.0, 0.0, 0.0]","[0.584650873093317, 0.6214753896177159, 0.548367572820198]",0,0
196,"A. He's very stupid, vile, and evil.  B. He's extremely gay.  C. He's very stupid, vile and evil and extremely gay.  D. Mother beats him with a broom stick.","[4734, 4909, 8474]","[1.0, 1.0, 0.0]",1,"[0.8140741908816802, 0.746671020742375, 0.7685828700137868]","[0.40827073584468515, 0.12728296103944114, 0.46444630311587376]","[0.24472847, 0.09003057, 0.66524096]","[0.449100151343705, 0.5508998486562952, 0.0]","[0.6349944157788426, 0.2575385566702116, 0.1771465904235623]",0.5,1
197,what? what's with the sexual stuff? thought she was just annoying and retarded!,"[756, 8692]","[1.0, 0.0]",0,"[0.8296316515448318, 0.7827217520463081]","[0.45467761138373314, 0.14108419857803398, 0.40423819003823286]","[0.4223188, 0.1553624, 0.4223188]","[0.6351192574628779, 0.36488074253712216, 0.0]","[0.705674914330562, 0.3452389271697809]",0,0
198,Luxembourg's prime minister is the first EU leader to get married to a same-sex partner,"[1152, 1868, 4345]","[0.0, 0.0, 0.5]",0,"[0.8054411483690725, 0.7437305581628575, 0.7648840209437362]","[0.5158477247421399, 0.23212601391951534, 0.25202626133834466]","[0.909443, 0.0452785, 0.0452785]","[1.0, 0.0, 0.0]","[0.4572430635050091, 0.2761511843998418, 0.5333653722856333]",0,0
199,Israelis are at less risk of violent death than Americans. A handful of successful rocket attacks per year is a rounding error.,"[10533, 1083]","[0.0, 0.5]",0,"[0.7995540156418767, 0.777763076212748]","[0.45965874421800024, 0.26008502144310924, 0.28025623433889046]","[0.78698604, 0.10650698, 0.10650698]","[0.0, 0.7211726899825903, 0.2788273100174097]","[0.6250186702501742, 0.2567610036760809]",0.5,0
200,"We need to make angry faced ""Aborted chad"" and he's yelling  *""Don't fukken kid urself bro be glad I wasn't born I'd be fukken her right now loser""* *""Sorry I'm not there to kick your ass you fuckn dweeb damn get a life""* *""Bro r u stupid ur a virgin cuz ur lookin at memes all day and jerkn it to wow tiddies""* *""Bro stop crying it's not a good look girls like a confident dude aw man come on for real""*","[4429, 6434]","[0.5, 1.0]",1,"[0.8312911037369156, 0.8085187173559333]","[0.33491430613860546, 0.26569882751655954, 0.39938686634483506]","[0.4223188, 0.1553624, 0.4223188]","[1.0, 0.0, 0.0]","[0.5934866970480994, 0.6142303587885753]",0,0
201,Well she's a narcissistic cunt so this is to be expected,"[1975, 6350]","[1.0, 0.0]",0,"[0.8186446679622706, 0.7887678986978222]","[0.45593266160224116, 0.14118969736620393, 0.4028776410315549]","[0.4223188, 0.1553624, 0.4223188]","[0.0, 0.0, 1.0]","[0.4567923209707684, 0.422065780507537]",1,0
